id,name,city,credit_limit
7341,Jack Nelson,Berlin,5000
7342,Jack Taylor,Vienna,500
7343,Maya Lewis,Prague,2000
7344,Dave Carter,Vienna,5000
7345,Frank Allen,Copenhagen,5000
7346,Quinn Lewis,Copenhagen,5000
7347,Yuki Jones,Oslo,1000
7348,Zoe Thomas,Riga,2000
7349,Frank Green,Paris,2000
7350,Nick Perez,Berlin,5000
7351,Karen Campbell,Budapest,500
7352,Quinn Wright,Stockholm,500
7353,Carol Turner,Copenhagen,10000
7354,Tina Scott,Vienna,1000
7355,Jack Nelson,Amsterdam,500
7356,Frank Roberts,Zurich,1000
7357,Olivia Roberts,Prague,2000
7358,Carol Mitchell,Copenhagen,1000
7359,Hank Thomas,Lisbon,5000
7360,Yuki Johnson,Vienna,10000
7361,Maya Scott,Prague,5000
7362,Sam Mitchell,London,1000
7363,Leo Campbell,Warsaw,10000
7364,Leo Carter,Brussels,5000
7365,Yuki Taylor,Oslo,10000
7366,Sam Jones,Prague,5000
7367,Frank Evans,Helsinki,5000
7368,Xena Nelson,Prague,500
7369,Uma Smith,London,10000
7370,Karen Wilson,Helsinki,2000
7371,Uma Johnson,Copenhagen,2000
7372,Frank Williams,Dublin,2000
7373,Hank Johnson,Athens,10000
7374,Alice Turner,Paris,10000
7375,Yuki Wilson,Copenhagen,10000
7376,Carol Thomas,Oslo,500
7377,Jack Young,Oslo,500
7378,Jack Wilson,Stockholm,10000
7379,Quinn Thomas,Prague,1000
7380,Olivia Jones,Dublin,5000
7381,Carol Wright,Stockholm,2000
7382,Nick Thomas,Oslo,5000
7383,Eve Adams,Dublin,1000
7384,Maya Wright,Berlin,2000
7385,Victor Roberts,Berlin,10000
7386,Leo Turner,Helsinki,10000
7387,Sam Jones,Paris,1000
7388,Olivia Young,Amsterdam,10000
7389,Dave Smith,Helsinki,2000
7390,Karen Jones,Stockholm,10000
7391,Maya Smith,Warsaw,1000
7392,Leo Hall,Oslo,500
7393,Karen Jones,Brussels,1000
7394,Olivia Thomas,Oslo,10000
7395,Quinn Wilson,Vienna,500
7396,Maya Young,Stockholm,1000
7397,Alice Turner,Dublin,5000
7398,Wendy Perez,Madrid,10000
7399,Eve Davies,Amsterdam,5000
7400,Nick Campbell,Copenhagen,10000
7401,Uma Thomas,Berlin,10000
7402,Alice Mitchell,Helsinki,5000
7403,Quinn Baker,Helsinki,5000
7404,Karen Evans,Helsinki,2000
7405,Victor Green,Paris,5000
7406,Paul Mitchell,Vienna,10000
7407,Nick Evans,Warsaw,1000
7408,Wendy King,Riga,10000
7409,Yuki Young,Dublin,500
7410,Xena Campbell,Budapest,2000
7411,Alice Campbell,Warsaw,10000
7412,Eve Taylor,Madrid,5000
7413,Bob Thomas,Zurich,5000
7414,Yuki Nelson,Berlin,10000
7415,Maya Adams,Stockholm,500
7416,Nick Walker,Vienna,1000
7417,Bob Mitchell,Berlin,5000
7418,Yuki Davies,Athens,500
7419,Paul Evans,Athens,10000
7420,Frank Mitchell,Helsinki,10000
7421,Carol Adams,Athens,10000
7422,Frank Young,Madrid,10000
7423,Eve Hall,Budapest,1000
7424,Yuki Perez,Brussels,5000
7425,Carol Allen,London,10000
7426,Nick Turner,Warsaw,10000
7427,Iris Davies,Dublin,10000
7428,Jack Davies,London,1000
7429,Wendy Nelson,Athens,10000
7430,Victor Adams,Brussels,500
7431,Victor Mitchell,Brussels,2000
7432,Jack Adams,Riga,500
7433,Dave Roberts,Lisbon,10000
7434,Tina Hall,Stockholm,500
7435,Maya Green,Amsterdam,500
7436,Tina Johnson,Zurich,5000
7437,Grace Smith,Lisbon,2000
7438,Tina King,Amsterdam,2000
7439,Hank Wright,Helsinki,2000
7440,Victor Perez,Brussels,500
7441,Wendy Taylor,Berlin,5000
7442,Xena Wright,Madrid,5000
7443,Paul King,London,5000
7444,Uma Walker,Prague,1000
7445,Victor Brown,Budapest,10000
7446,Sam Campbell,Paris,500
7447,Maya Baker,Prague,10000
7448,Xena Adams,Rome,10000
7449,Carol Johnson,London,1000
7450,Olivia Mitchell,Paris,500
7451,Paul Jones,Riga,1000
7452,Nick Baker,Warsaw,500
7453,Olivia Jones,Vienna,500
7454,Quinn Baker,Zurich,500
7455,Quinn Baker,Berlin,5000
7456,Frank Walker,Rome,10000
7457,Frank Green,Oslo,10000
7458,Frank Baker,Warsaw,2000
7459,Quinn Johnson,London,500
7460,Olivia Taylor,Helsinki,10000
7461,Victor Scott,Budapest,10000
7462,Frank Baker,Stockholm,2000
7463,Carol Williams,Oslo,10000
7464,Alice Hall,Athens,500
7465,Xena Green,Dublin,500
7466,Frank Perez,Copenhagen,5000
7467,Maya Taylor,London,10000
7468,Bob King,Rome,500
7469,Hank Green,Madrid,5000
7470,Bob Baker,Amsterdam,5000
7471,Grace Adams,Prague,2000
7472,Iris Evans,Budapest,10000
7473,Maya Baker,Amsterdam,2000
7474,Karen King,Copenhagen,500
7475,Carol Davies,London,2000
7476,Zoe Adams,Rome,2000
7477,Frank Adams,Lisbon,1000
7478,Nick Green,London,10000
7479,Carol Taylor,Brussels,5000
7480,Leo Wilson,London,1000
7481,Rosa Thomas,Athens,5000
7482,Maya Turner,Paris,1000
7483,Tina Walker,Stockholm,500
7484,Eve Mitchell,Warsaw,1000
7485,Maya Johnson,Rome,2000
7486,Bob Lewis,Lisbon,1000
7487,Wendy Mitchell,Oslo,2000
7488,Quinn Mitchell,Berlin,10000
7489,Olivia Perez,Lisbon,2000
7490,Victor Smith,Brussels,5000
7491,Wendy Thomas,Helsinki,10000
7492,Eve Brown,Lisbon,10000
7493,Olivia Young,Brussels,10000
7494,Leo Thomas,Dublin,5000
7495,Eve Evans,Rome,1000
7496,Nick Jones,Dublin,5000
7497,Zoe Allen,Riga,10000
7498,Quinn Hall,Warsaw,10000
7499,Carol Taylor,Lisbon,10000
7500,Jack Scott,Copenhagen,1000
7501,Eve Carter,Paris,2000
7502,Frank Green,Helsinki,5000
7503,Frank Davies,Oslo,10000
7504,Tina Taylor,London,5000
7505,Nick Walker,Berlin,5000
7506,Sam Scott,Oslo,1000
7507,Grace Lewis,Dublin,10000
7508,Sam Green,Rome,10000
7509,Xena Green,Zurich,1000
7510,Grace Johnson,Zurich,5000
7511,Maya Wright,Helsinki,5000
7512,Wendy Young,Stockholm,10000
7513,Frank Lewis,Oslo,500
7514,Jack Brown,Brussels,2000
7515,Quinn Davies,Paris,10000
7516,Zoe Thomas,Riga,1000
7517,Dave Johnson,Vienna,10000
7518,Quinn Carter,Vienna,10000
7519,Carol Taylor,Rome,5000
7520,Alice Smith,London,500
7521,Jack Roberts,Paris,5000
7522,Maya Taylor,Riga,500
7523,Zoe Roberts,Brussels,500
7524,Jack Carter,Athens,500
7525,Grace Roberts,Madrid,500
7526,Grace King,Athens,5000
7527,Karen Taylor,Zurich,5000
7528,Eve Jones,Athens,10000
7529,Rosa Hall,Budapest,5000
7530,Jack Davies,Rome,2000
7531,Alice Johnson,Riga,1000
7532,Bob King,Amsterdam,1000
7533,Karen Turner,Brussels,500
7534,Sam Young,Oslo,5000
7535,Tina Perez,Madrid,10000
7536,Iris Wright,Riga,5000
7537,Eve Scott,Zurich,500
7538,Uma Campbell,Lisbon,5000
7539,Rosa Taylor,London,500
7540,Paul Adams,Lisbon,1000
7541,Uma Smith,Stockholm,10000
7542,Nick Hall,Madrid,10000
7543,Nick Scott,Budapest,5000
7544,Eve Mitchell,Warsaw,500
7545,Jack Wilson,Warsaw,5000
7546,Iris Brown,Amsterdam,2000
7547,Hank Williams,Vienna,5000
7548,Victor Green,Budapest,5000
7549,Dave Smith,Paris,5000
7550,Paul Young,Vienna,1000
7551,Carol Young,Lisbon,500
7552,Hank Hall,Berlin,10000
7553,Yuki Adams,Amsterdam,500
7554,Eve Nelson,Budapest,10000
7555,Xena Turner,Athens,10000
7556,Xena Williams,Athens,1000
7557,Quinn Young,Vienna,1000
7558,Olivia Jones,Vienna,2000
7559,Xena Davies,Warsaw,2000
7560,Iris Campbell,Stockholm,2000
7561,Rosa Green,London,2000
7562,Paul Hall,London,5000
7563,Xena Wright,Oslo,1000
7564,Yuki Wilson,Budapest,500
7565,Alice Nelson,Copenhagen,5000
7566,Karen Williams,Riga,500
7567,Zoe Young,Paris,10000
7568,Yuki Lewis,Berlin,5000
7569,Wendy Wilson,Amsterdam,10000
7570,Sam Lewis,Berlin,2000
7571,Leo Walker,Vienna,2000
7572,Bob Green,Berlin,10000
7573,Zoe Lewis,Helsinki,500
7574,Leo Lewis,Zurich,500
7575,Xena Carter,Madrid,2000
7576,Olivia Thomas,Prague,10000
7577,Maya Adams,Lisbon,1000
7578,Tina Adams,Madrid,5000
7579,Bob Baker,Copenhagen,5000
7580,Alice Jones,Warsaw,500
7581,Sam Wilson,London,2000
7582,Karen Roberts,Madrid,10000
7583,Iris Smith,Brussels,10000
7584,Zoe Nelson,Zurich,1000
7585,Frank Williams,Zurich,500
7586,Victor Evans,Athens,5000
7587,Maya Mitchell,Amsterdam,500
7588,Hank King,Lisbon,10000
7589,Rosa Walker,Prague,500
7590,Victor Allen,Zurich,10000
7591,Alice Taylor,Dublin,2000
7592,Frank Green,Budapest,500
7593,Maya Roberts,Oslo,10000
7594,Grace Campbell,Vienna,1000
7595,Karen Carter,Oslo,1000
7596,Grace Jones,Vienna,10000
7597,Olivia Roberts,Prague,500
7598,Quinn King,Paris,5000
7599,Paul Jones,Helsinki,10000
7600,Rosa Young,Paris,10000
7601,Frank Jones,Madrid,10000
7602,Wendy Green,Berlin,10000
7603,Xena Turner,Warsaw,1000
7604,Carol Williams,Vienna,1000
7605,Zoe Walker,Dublin,500
7606,Dave Johnson,Zurich,2000
7607,Rosa Johnson,Zurich,500
7608,Karen Davies,Dublin,1000
7609,Frank Adams,Madrid,500
7610,Tina Baker,Dublin,500
7611,Jack Allen,Amsterdam,1000
7612,Alice Johnson,Brussels,10000
7613,Paul Adams,London,5000
7614,Paul Thomas,Lisbon,2000
7615,Jack Young,Paris,10000
7616,Victor Adams,Rome,1000
7617,Carol Allen,Berlin,2000
7618,Maya Carter,Berlin,10000
7619,Sam Johnson,Brussels,10000
7620,Iris Hall,Copenhagen,5000
7621,Nick Taylor,Oslo,1000
7622,Hank Johnson,Athens,5000
7623,Alice Lewis,Brussels,500
7624,Eve Carter,Dublin,500
7625,Xena Wright,Warsaw,500
7626,Eve Lewis,Copenhagen,10000
7627,Olivia Smith,Vienna,5000
7628,Quinn Walker,Paris,2000
7629,Bob Walker,Brussels,500
7630,Maya Walker,Brussels,5000
7631,Alice Lewis,Paris,1000
7632,Xena King,Berlin,5000
7633,Iris Turner,London,10000
7634,Rosa Scott,Madrid,500
7635,Grace Scott,Paris,10000
7636,Dave Davies,Paris,1000
7637,Uma Smith,Rome,2000
7638,Eve Smith,Riga,2000
7639,Karen Davies,Vienna,5000
7640,Yuki Lewis,Athens,5000
7641,Wendy Green,Lisbon,1000
7642,Dave Scott,Amsterdam,5000
7643,Bob Jones,Riga,10000
7644,Nick Jones,Rome,5000
7645,Leo Turner,Copenhagen,2000
7646,Victor Johnson,Prague,2000
7647,Uma Scott,Rome,500
7648,Karen Roberts,Zurich,10000
7649,Jack Nelson,Warsaw,2000
7650,Hank King,Berlin,500
7651,Rosa Smith,Zurich,500
7652,Wendy Wright,Riga,5000
7653,Leo Baker,Lisbon,10000
7654,Grace Roberts,Warsaw,2000
7655,Maya Walker,Amsterdam,1000
7656,Tina Perez,Lisbon,1000
7657,Dave Young,Riga,5000
7658,Bob Johnson,Oslo,5000
7659,Alice Wilson,Oslo,500
7660,Zoe Hall,Rome,2000
7661,Rosa Hall,London,5000
7662,Alice Roberts,Stockholm,1000
7663,Yuki Hall,Dublin,500
7664,Eve Evans,Lisbon,500
7665,Leo King,Lisbon,500
7666,Carol Lewis,Vienna,500
7667,Carol Allen,Brussels,500
7668,Nick Young,Madrid,2000
7669,Nick Jones,Lisbon,10000
7670,Olivia Scott,Paris,2000
7671,Eve Davies,Prague,2000
7672,Carol Evans,Brussels,10000
7673,Karen Roberts,Stockholm,10000
7674,Iris Jones,Dublin,2000
7675,Xena Carter,Lisbon,1000
7676,Dave Adams,Budapest,5000
7677,Sam Jones,Budapest,5000
7678,Dave Scott,Berlin,10000
7679,Uma Scott,Zurich,5000
7680,Nick Carter,Warsaw,5000
7681,Sam Evans,Oslo,2000
7682,Maya Brown,Zurich,1000
7683,Grace Johnson,Riga,5000
7684,Iris Baker,Zurich,5000
7685,Maya Wright,London,2000
7686,Victor Allen,Paris,1000
7687,Hank Carter,Copenhagen,5000
7688,Zoe Carter,Berlin,10000
7689,Iris Wilson,London,500
7690,Sam Davies,Amsterdam,500
7691,Tina Lewis,Oslo,5000
7692,Hank Evans,Vienna,1000
7693,Wendy Nelson,Riga,5000
7694,Grace Perez,Rome,1000
7695,Sam Campbell,Dublin,2000
7696,Iris Jones,Amsterdam,10000
7697,Eve Johnson,Brussels,1000
7698,Maya Perez,Stockholm,5000
7699,Tina Campbell,Athens,1000
7700,Iris Davies,Stockholm,5000
7701,Hank Green,Amsterdam,1000
7702,Xena Wright,Budapest,1000
7703,Bob Taylor,Brussels,1000
7704,Alice Scott,Madrid,2000
7705,Wendy Smith,Berlin,5000
7706,Tina Evans,Brussels,1000
7707,Quinn Thomas,Warsaw,1000
7708,Grace Roberts,Copenhagen,500
7709,Tina Scott,Helsinki,1000
7710,Tina Smith,Copenhagen,2000
7711,Karen Campbell,Berlin,2000
7712,Iris Nelson,Budapest,1000
7713,Maya Jones,Stockholm,2000
7714,Nick Scott,Riga,10000
7715,Carol Evans,Zurich,1000
7716,Dave Smith,London,5000
7717,Zoe Roberts,Brussels,1000
7718,Victor Taylor,Amsterdam,5000
7719,Uma Carter,Rome,1000
7720,Paul Allen,Stockholm,5000
7721,Grace Evans,Berlin,5000
7722,Xena King,Paris,5000
7723,Maya Roberts,Copenhagen,500
7724,Zoe Allen,London,1000
7725,Rosa Lewis,Paris,1000
7726,Maya Perez,Paris,2000
7727,Tina Johnson,Amsterdam,10000
7728,Quinn Perez,Warsaw,1000
7729,Uma Roberts,Berlin,500
7730,Uma Young,Warsaw,500
7731,Eve Young,Prague,500
7732,Victor Baker,Oslo,5000
7733,Zoe Mitchell,Lisbon,10000
7734,Frank Hall,Stockholm,5000
7735,Eve Lewis,Athens,500
7736,Nick Turner,Amsterdam,500
7737,Bob Wilson,Dublin,1000
7738,Zoe King,Lisbon,5000
7739,Zoe Thomas,Oslo,500
7740,Jack Scott,Stockholm,2000
7741,Karen Green,Copenhagen,10000
7742,Grace Brown,Helsinki,1000
7743,Sam Nelson,Athens,5000
7744,Xena Scott,Zurich,2000
7745,Tina Perez,Berlin,2000
7746,Tina Nelson,Helsinki,5000
7747,Bob Scott,Riga,2000
7748,Karen Smith,Warsaw,10000
7749,Wendy Perez,Vienna,1000
7750,Nick Mitchell,Oslo,2000
7751,Grace Taylor,Rome,1000
7752,Sam Thomas,Dublin,500
7753,Eve Brown,Amsterdam,10000
7754,Sam Nelson,Zurich,500
7755,Victor Campbell,Madrid,2000
7756,Tina Roberts,Zurich,2000
7757,Hank Thomas,London,500
7758,Wendy Williams,Amsterdam,5000
7759,Nick Carter,Amsterdam,1000
7760,Grace Turner,Athens,10000
7761,Wendy Roberts,Copenhagen,2000
7762,Frank Turner,Amsterdam,2000
7763,Maya Nelson,Stockholm,10000
7764,Wendy Young,Berlin,10000
7765,Yuki King,Helsinki,1000
7766,Eve Evans,Stockholm,10000
7767,Uma Wright,Copenhagen,500
7768,Karen Adams,Zurich,2000
7769,Carol Walker,Helsinki,500
7770,Maya Nelson,Berlin,1000
7771,Wendy Carter,Prague,10000
7772,Uma Lewis,Dublin,2000
7773,Olivia Carter,Athens,10000
7774,Rosa Campbell,Prague,5000
7775,Alice Mitchell,Budapest,10000
7776,Nick Adams,Stockholm,10000
7777,Iris Scott,Dublin,1000
7778,Victor Wright,Brussels,500
7779,Tina Campbell,Stockholm,1000
7780,Grace Walker,Madrid,500
7781,Rosa Jones,Athens,1000
7782,Nick Williams,Dublin,5000
7783,Eve Smith,Madrid,5000
7784,Karen Lewis,Budapest,5000
7785,Victor King,Oslo,2000
7786,Karen Young,Helsinki,5000
7787,Karen Johnson,Lisbon,5000
7788,Leo Brown,Amsterdam,2000
7789,Paul Hall,Prague,500
7790,Alice Jones,Dublin,10000
7791,Olivia Johnson,Helsinki,5000
7792,Zoe King,Rome,2000
7793,Victor Jones,Lisbon,500
7794,Nick Walker,Lisbon,2000
7795,Karen Brown,Rome,1000
7796,Iris Campbell,Warsaw,2000
7797,Carol Mitchell,Helsinki,10000
7798,Tina Young,Warsaw,500
7799,Eve Perez,Vienna,1000
7800,Quinn Hall,Zurich,5000
7801,Alice King,Brussels,2000
7802,Paul Campbell,Paris,500
7803,Olivia Smith,Brussels,5000
7804,Grace Jones,Riga,2000
7805,Zoe Thomas,Rome,1000
7806,Quinn Baker,Oslo,500
7807,Frank Jones,Budapest,500
7808,Rosa Green,Zurich,1000
7809,Alice Green,Prague,500
7810,Grace Thomas,Athens,500
7811,Sam Mitchell,Oslo,500
7812,Tina Young,Riga,5000
7813,Sam Young,Rome,2000
7814,Karen Taylor,Zurich,2000
7815,Dave Evans,Lisbon,5000
7816,Tina Thomas,Helsinki,500
7817,Jack Johnson,Paris,5000
7818,Grace Lewis,Dublin,5000
7819,Jack King,London,10000
7820,Karen Young,Brussels,10000
7821,Iris Adams,London,2000
7822,Sam Turner,Zurich,500
7823,Eve Adams,Oslo,500
7824,Frank Nelson,Riga,2000
7825,Iris Taylor,Paris,1000
7826,Carol Lewis,Helsinki,10000
7827,Yuki Taylor,Budapest,10000
7828,Iris Green,London,5000
7829,Grace Campbell,Warsaw,1000
7830,Bob Wilson,Madrid,10000
7831,Xena Allen,Stockholm,5000
7832,Jack Wright,Oslo,5000
7833,Leo Green,Lisbon,500
7834,Victor Roberts,Berlin,10000
7835,Nick Carter,Prague,10000
7836,Xena Davies,Vienna,500
7837,Quinn King,Rome,10000
7838,Karen Perez,Helsinki,5000
7839,Wendy King,Prague,500
7840,Sam Hall,Amsterdam,1000
7841,Uma Mitchell,Brussels,1000
7842,Nick Smith,Lisbon,10000
7843,Maya Nelson,Riga,2000
7844,Frank Allen,Oslo,5000
7845,Jack King,Vienna,500
7846,Olivia Evans,London,5000
7847,Maya Davies,Athens,1000
7848,Victor Baker,Berlin,2000
7849,Carol Perez,Helsinki,500
7850,Olivia Wright,Helsinki,1000
7851,Jack Mitchell,Rome,5000
7852,Leo Turner,Budapest,10000
7853,Jack Hall,Riga,10000
7854,Sam Turner,London,5000
7855,Eve Wilson,Rome,5000
7856,Xena Taylor,Brussels,5000
7857,Dave Allen,Riga,10000
7858,Sam Smith,Rome,1000
7859,Hank Young,Athens,500
7860,Bob Nelson,Oslo,2000
7861,Iris Campbell,Zurich,5000
7862,Bob Adams,Zurich,2000
7863,Zoe Allen,Stockholm,10000
7864,Karen Nelson,Prague,500
7865,Uma Perez,Stockholm,5000
7866,Paul Johnson,Budapest,1000
7867,Sam King,Berlin,10000
7868,Rosa Green,Paris,5000
7869,Xena Evans,Stockholm,10000
7870,Carol Lewis,Athens,500
7871,Karen Young,Riga,500
7872,Rosa Scott,Warsaw,2000
7873,Quinn Green,Dublin,1000
7874,Maya Turner,Zurich,1000
7875,Quinn Thomas,Zurich,10000
7876,Olivia Hall,Vienna,10000
7877,Alice Campbell,Rome,500
7878,Victor Young,Dublin,500
7879,Eve Wilson,Athens,5000
7880,Victor Brown,Amsterdam,500
7881,Uma Perez,Riga,500
7882,Uma Campbell,Budapest,500
7883,Rosa Perez,Zurich,500
7884,Eve Scott,Zurich,10000
7885,Uma Walker,Madrid,10000
7886,Yuki Taylor,London,5000
7887,Alice Walker,Dublin,10000
7888,Bob Campbell,Madrid,500
7889,Olivia Scott,Rome,1000
7890,Paul Mitchell,Rome,10000
7891,Rosa Taylor,Dublin,10000
7892,Tina Wilson,Brussels,2000
7893,Wendy King,Oslo,2000
7894,Tina Allen,Paris,1000
7895,Wendy Johnson,Paris,5000
7896,Paul Johnson,Stockholm,10000
7897,Tina Hall,Helsinki,1000
7898,Grace Johnson,Lisbon,5000
7899,Alice Perez,Copenhagen,5000
7900,Hank Carter,Madrid,1000
7901,Zoe Adams,Vienna,500
7902,Karen Johnson,Budapest,500
7903,Victor Campbell,Budapest,5000
7904,Victor Jones,Lisbon,1000
7905,Uma Williams,Helsinki,5000
7906,Tina Green,Brussels,10000
7907,Iris Nelson,Prague,2000
7908,Bob Roberts,Lisbon,10000
7909,Rosa Evans,Madrid,500
7910,Jack Williams,Warsaw,5000
7911,Bob Baker,Madrid,1000
7912,Hank Baker,Budapest,500
7913,Grace Walker,Zurich,5000
7914,Dave Johnson,Dublin,10000
7915,Tina Williams,Paris,10000
7916,Uma Allen,Stockholm,10000
7917,Olivia Wright,Paris,1000
7918,Hank Baker,Warsaw,2000
7919,Leo Hall,Helsinki,2000
7920,Iris Hall,Copenhagen,10000
7921,Zoe Roberts,London,1000
7922,Yuki Hall,Oslo,2000
7923,Alice Williams,Oslo,1000
7924,Eve Green,Budapest,5000
7925,Grace Mitchell,Copenhagen,10000
7926,Victor Evans,Madrid,2000
7927,Sam Young,Lisbon,5000
7928,Wendy Davies,Riga,1000
7929,Victor Allen,Brussels,500
7930,Quinn Walker,Zurich,1000
7931,Wendy Jones,Rome,10000
7932,Carol Johnson,Zurich,2000
7933,Wendy Adams,Warsaw,1000
7934,Hank Wilson,Amsterdam,2000
7935,Carol Walker,Lisbon,500
7936,Rosa Lewis,Prague,10000
7937,Hank Scott,Oslo,5000
7938,Alice Allen,Vienna,2000
7939,Jack Perez,Dublin,5000
7940,Wendy Thomas,Dublin,1000
7941,Xena Brown,Lisbon,10000
7942,Leo Wright,Warsaw,500
7943,Uma Young,Prague,10000
7944,Dave Hall,Berlin,5000
7945,Alice Johnson,London,1000
7946,Frank Williams,Helsinki,500
7947,Maya Scott,Zurich,500
7948,Uma Turner,Warsaw,500
7949,Hank Perez,Warsaw,2000
7950,Victor Young,Dublin,500
7951,Wendy Scott,Prague,10000
7952,Grace Nelson,Copenhagen,5000
7953,Jack Smith,Rome,10000
7954,Zoe Carter,Rome,10000
7955,Maya Roberts,Brussels,1000
7956,Yuki Smith,Rome,5000
7957,Uma Lewis,London,10000
7958,Xena Baker,Athens,5000
7959,Wendy Turner,Amsterdam,500
7960,Rosa Evans,Oslo,5000
7961,Olivia Allen,Madrid,10000
7962,Xena Walker,Oslo,5000
7963,Nick Williams,London,1000
7964,Karen Carter,Dublin,1000
7965,Iris Davies,Paris,1000
7966,Zoe Campbell,Rome,1000
7967,Victor Nelson,Brussels,2000
7968,Tina Scott,Zurich,500
7969,Carol Evans,Stockholm,5000
7970,Rosa Wilson,Oslo,5000
7971,Leo Green,London,500
7972,Paul Campbell,Stockholm,10000
7973,Carol Johnson,Rome,2000
7974,Iris Turner,Dublin,500
7975,Iris Roberts,London,10000
7976,Frank Evans,Brussels,2000
7977,Carol Allen,Warsaw,5000
7978,Leo Hall,Warsaw,1000
7979,Zoe Walker,Paris,500
7980,Rosa Walker,Brussels,5000
7981,Yuki Taylor,Dublin,1000
7982,Carol Scott,Athens,2000
7983,Xena Baker,Dublin,10000
7984,Uma Johnson,Lisbon,10000
7985,Yuki Davies,Amsterdam,5000
7986,Victor Allen,Dublin,2000
7987,Zoe Williams,Warsaw,10000
7988,Bob Smith,Vienna,10000
7989,Karen Smith,Amsterdam,2000
7990,Karen Williams,Vienna,2000
7991,Yuki Roberts,Prague,10000
7992,Maya Young,Rome,1000
7993,Rosa Wright,Brussels,10000
7994,Alice Roberts,Copenhagen,1000
7995,Hank Williams,Prague,2000
7996,Iris Walker,Berlin,2000
7997,Victor Young,Warsaw,10000
7998,Grace Taylor,Lisbon,500
7999,Dave Thomas,Athens,5000
8000,Quinn King,Stockholm,10000
8001,Karen Evans,Berlin,1000
8002,Wendy Smith,Warsaw,500
8003,Sam Johnson,Warsaw,1000
8004,Olivia Young,Oslo,5000
8005,Dave King,Vienna,500
8006,Wendy King,Lisbon,10000
8007,Bob Jones,Madrid,10000
8008,Paul Wilson,Berlin,2000
8009,Grace Scott,Berlin,2000
8010,Carol Williams,Prague,1000
8011,Nick Young,Zurich,5000
8012,Frank Baker,Madrid,500
8013,Paul Perez,Zurich,500
8014,Rosa Allen,Madrid,500
8015,Tina Adams,Dublin,10000
8016,Karen Hall,Warsaw,1000
8017,Karen Mitchell,Stockholm,500
8018,Nick Baker,Zurich,500
8019,Eve Campbell,Oslo,10000
8020,Victor Evans,Brussels,500
8021,Leo Thomas,Amsterdam,1000
8022,Alice Walker,Paris,500
8023,Frank Evans,Paris,1000
8024,Quinn Hall,Budapest,2000
8025,Wendy Smith,Budapest,1000
8026,Frank Roberts,Madrid,500
8027,Jack Perez,Rome,500
8028,Maya Hall,Copenhagen,500
8029,Dave Johnson,Berlin,2000
8030,Karen Carter,Athens,10000
8031,Eve Smith,Madrid,5000
8032,Nick Wilson,Vienna,10000
8033,Eve Taylor,Rome,1000
8034,Iris Jones,Paris,2000
8035,Hank Campbell,Athens,1000
8036,Frank Adams,Amsterdam,500
8037,Leo Walker,Rome,500
8038,Dave Adams,Riga,500
8039,Carol Brown,Vienna,2000
8040,Rosa Roberts,Vienna,1000
8041,Sam Brown,Vienna,1000
8042,Uma Davies,Lisbon,1000
8043,Quinn Walker,Madrid,1000
8044,Frank Wilson,Riga,2000
8045,Karen Turner,Oslo,2000
8046,Karen Taylor,Vienna,2000
8047,Frank King,Dublin,2000
8048,Yuki Perez,Warsaw,10000
8049,Olivia Hall,London,1000
8050,Iris Scott,Helsinki,5000
8051,Nick Evans,Prague,1000
8052,Xena Jones,Athens,2000
8053,Hank Hall,Stockholm,5000
8054,Uma Campbell,Brussels,2000
8055,Victor Scott,Zurich,2000
8056,Frank Green,Copenhagen,1000
8057,Leo Walker,Berlin,2000
8058,Wendy Davies,Dublin,5000
8059,Leo Turner,Budapest,10000
8060,Carol Thomas,Copenhagen,5000
8061,Frank Lewis,Brussels,10000
8062,Bob Green,Oslo,5000
8063,Jack Brown,Prague,5000
8064,Zoe Lewis,Brussels,1000
8065,Maya Campbell,Athens,2000
8066,Frank Roberts,Stockholm,2000
8067,Yuki Walker,Oslo,2000
8068,Victor Wilson,Budapest,1000
8069,Rosa Scott,Oslo,1000
8070,Yuki Baker,Athens,10000
8071,Karen Carter,Brussels,1000
8072,Jack Evans,Dublin,5000
8073,Sam Taylor,Warsaw,500
8074,Karen Young,Berlin,1000
8075,Uma Allen,Oslo,1000
8076,Xena Baker,Zurich,1000
8077,Karen Thomas,Vienna,2000
8078,Nick Wright,Budapest,10000
8079,Xena Hall,Brussels,10000
8080,Alice Hall,Madrid,5000
8081,Xena Wright,Rome,2000
8082,Sam Young,Athens,1000
8083,Tina Green,Zurich,500
8084,Nick Brown,Lisbon,1000
8085,Victor King,Berlin,500
8086,Maya Perez,Helsinki,1000
8087,Wendy Allen,Berlin,500
8088,Hank Smith,Copenhagen,1000
8089,Paul Taylor,Dublin,500
8090,Paul Nelson,Amsterdam,500
8091,Dave Thomas,Zurich,10000
8092,Nick Turner,Copenhagen,10000
8093,Wendy Smith,Zurich,1000
8094,Maya Carter,Prague,10000
8095,Grace Brown,Rome,500
8096,Jack Walker,Vienna,10000
8097,Yuki Roberts,Stockholm,5000
8098,Frank Johnson,Prague,1000
8099,Xena Scott,Amsterdam,5000
8100,Wendy Roberts,Lisbon,5000
8101,Grace Turner,Vienna,10000
8102,Dave Allen,Rome,10000
8103,Zoe Scott,Warsaw,500
8104,Grace Walker,Athens,2000
8105,Quinn Campbell,Berlin,500
8106,Frank Baker,Oslo,5000
8107,Wendy Roberts,Athens,5000
8108,Carol Green,Oslo,5000
